site,area,plot_type,plot_ID,latitude,longitude,easting,northing,measurement_date,time,landscape_position,chamber_type,flux_CO2,flux_CH4,instrument,date,FCO2,FCH4,inundated,standing_water_depth,soil_temp_10_cm,soil_temp_15_cm,soil_temp_20_cm,air_temp,thawdepth,VWC,Ka
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2019-06-20,13:22,upland,Trns,-0.549,311.546,Pic,2019-06-20 13:22:00,-6.588e-06,3.738552e-06,N,0,12.5,9.4,NA,18.8,118,72.3,50
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2019-06-20,13:15,lowland,Trns,0.398,0.007,Pic,2019-06-20 13:15:00,4.776e-06,8.4e-11,N,0,11,7.6,NA,18.4,21,62.2,39.9
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2019-06-20,13:37,upland,Trns,-1.46,0.054,Pic,2019-06-20 13:37:00,-1.752e-05,6.48e-10,N,0,12.7,6.8,NA,18.8,19,30.7,18
CN_MM71,CN_MM71_BGC,BGC,BGC_1,64.85995,-163.70358,561451,7193476,2019-06-20,15:41,upland,Opq,2.139,-0.098,Pic,2019-06-20 15:41:00,2.5668e-05,-1.176e-09,N,0,10.9,7.1,NA,18.4,24,10.8,6.3
CN_MM71,CN_MM71_BGC,BGC,BGC_10,64.85963,-163.69995,561624,7193444,2019-06-20,16:26,upland,Opq,1.6,-0.658,Pic,2019-06-20 16:26:00,1.92e-05,-7.896e-09,N,0,12.1,5.6,NA,18.8,25,55.5,35.3
CN_MM71,CN_MM71_BGC,BGC,BGC_11,64.85941,-163.70348,561457,7193416,2019-06-20,16:35,slope,Opq,2.636,1259.705,Pic,2019-06-20 16:35:00,3.1632e-05,1.511646e-05,Y,8.5,14.1,11.1,NA,18.8,118,80.9,60.5
CN_MM71,CN_MM71_BGC,BGC,BGC_12,64.85974,-163.69836,561699,7193458,2019-06-20,16:46,lowland,Opq,3.432,11.574,Pic,2019-06-20 16:46:00,4.1184e-05,1.38888e-07,N,0,15.1,9.6,NA,19.2,91,61.3,39
CN_MM71,CN_MM71_BGC,BGC,BGC_14,64.86012,-163.69757,561736,7193501,2019-06-20,17:08,upland,Opq,1.365,-0.916,Pic,2019-06-20 17:08:00,1.638e-05,-1.0992e-08,N,0,9.4,4.1,NA,19.2,29,27.9,15.5
CN_MM71,CN_MM71_BGC,BGC,BGC_15,64.85999,-163.69698,561764,7193487,2019-06-20,17:17,upland,Opq,1.827,6.234,Pic,2019-06-20 17:17:00,2.1924e-05,7.4808e-08,N,0,11.1,5.3,NA,19.1,64,51.8,33.2
CN_MM71,CN_MM71_BGC,BGC,BGC_16,64.85915,-163.69208,561998,7193398,2019-06-20,18:44,slope,Opq,1.635,0.069,Pic,2019-06-20 18:44:00,1.962e-05,8.28e-10,N,0,15.5,10,NA,17.7,21,12.7,7
CN_MM71,CN_MM71_BGC,BGC,BGC_17,64.85904,-163.69142,562030,7193386,2019-06-20,18:30,lowland,Opq,1.296,0.624,Pic,2019-06-20 18:30:00,1.5552e-05,7.488e-09,N,0,10.3,5.1,NA,17.7,21,19.7,9.9
CN_MM71,CN_MM71_BGC,BGC,BGC_18,64.85911,-163.69101,562049,7193395,2019-06-20,18:25,upland,Opq,1.208,1.128,Pic,2019-06-20 18:25:00,1.4496e-05,1.3536e-08,N,0,10.7,3.1,NA,17.7,19,3.5,3.3
CN_MM71,CN_MM71_BGC,BGC,BGC_19,64.85921,-163.69075,562061,7193406,2019-06-20,18:08,slope,Opq,2.08,2.344,Pic,2019-06-20 18:08:00,2.496e-05,2.8128e-08,N,0,11.2,8.2,NA,18.4,19,50.4,32.5
CN_MM71,CN_MM71_BGC,BGC,BGC_2,64.85983,-163.70351,561455,7193463,2019-06-20,15:45,slope,Opq,2.511,-0.247,Pic,2019-06-20 15:45:00,3.0132e-05,-2.964e-09,N,0,9.5,3.1,NA,18.4,25,29.4,16.9
CN_MM71,CN_MM71_BGC,BGC,BGC_20,64.85937,-163.69061,562067,7193424,2019-06-20,18:03,lowland,Opq,2.989,214.257,Pic,2019-06-20 18:03:00,3.5868e-05,2.571084e-06,Y,0.5,13.6,11.3,NA,18.4,95,52.3,33.3
CN_MM71,CN_MM71_BGC,BGC,BGC_3,64.86009,-163.69769,561730,7193497,2019-06-20,15:51,lowland,Opq,1.829,27.333,Pic,2019-06-20 15:51:00,2.1948e-05,3.27996e-07,N,0,8.8,6.8,NA,18.4,99,68,45.4
CN_MM71,CN_MM71_BGC,BGC,BGC_4,64.85978,-163.69829,561702,7193462,2019-06-20,16:03,upland,Opq,5.439,54.816,Pic,2019-06-20 16:03:00,6.5268e-05,6.57792e-07,N,0,12.5,9.4,NA,18.8,118,72.3,50
CN_MM71,CN_MM71_BGC,BGC,BGC_6,64.85941,-163.70335,561464,7193416,2019-06-20,15:58,lowland,Opq,1.239,-0.179,Pic,2019-06-20 15:58:00,1.4868e-05,-2.148e-09,N,0,11,7.6,NA,18.4,21,62.2,39.9
CN_MM71,CN_MM71_BGC,BGC,BGC_9,64.85976,-163.70061,561593,7193458,2019-06-20,16:19,upland,Opq,1.101,0.1,Pic,2019-06-20 16:19:00,1.3212e-05,1.2e-09,N,0,12.7,6.8,NA,18.8,19,30.7,18
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2019-06-26,12:51,upland,Trns,-0.87,0.126,Pic,2019-06-26 12:51:00,-1.044e-05,1.512e-09,N,0,7.8,4.1,NA,15.27,25,53,33.8
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2019-06-26,12:56,upland,Trns,-1.309,3.873,Pic,2019-06-26 12:56:00,-1.5708e-05,4.6476e-08,N,0,11.1,7.2,NA,15.27,19,28.3,15.9
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2019-06-26,13:02,lowland,Trns,1.025,33.175,Pic,2019-06-26 13:02:00,1.23e-05,3.981e-07,N,0,9.5,7.1,NA,15.27,92,49.4,31.9
CN_MM71,CN_MM71_EC,EC,EC_4,64.86176,-163.70157,561543,7193679,2019-06-26,13:55,lowland,Trns,-0.44,8.193,Pic,2019-06-26 13:55:00,-5.28e-06,9.8316e-08,N,0,9.9,7.7,NA,15.81,84,72,49.7
CN_MM71,CN_MM71_EC,EC,EC_5,64.86208,-163.7016,561540,7193715,2019-06-26,13:16,upland,Trns,-0.761,4.551,Pic,2019-06-26 13:16:00,-9.132e-06,5.4612e-08,N,0,9.1,4,NA,15.41,27,32,18.9
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2019-06-26,13:23,upland,Trns,-0.242,0.171,Pic,2019-06-26 13:23:00,-2.904e-06,2.052e-09,N,0,14.1,9.7,NA,15.41,26,21.1,10.6
CN_MM71,CN_MM71_EC,EC,EC_7,64.86172,-163.70218,561514,7193674,2019-06-26,13:32,upland,Trns,0.043,2.322,Pic,2019-06-26 13:32:00,5.16e-07,2.7864e-08,N,0,11.3,7.5,NA,15.41,62,65.8,35.3
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2019-06-26,13:39,upland,Trns,-1.687,9.934,Pic,2019-06-26 13:39:00,-2.0244e-05,1.19208e-07,N,0,8.5,5.5,NA,15.41,30,55.6,43.3
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2019-06-26,13:46,lowland,Trns,-0.332,39.873,Pic,2019-06-26 13:46:00,-3.984e-06,4.78476e-07,N,0,9.8,7.5,NA,15.81,83,48.4,31
CN_MM71,CN_MM71_EC,EC,EC_1,64.86172,-163.70102,561569,7193676,2019-06-26,14:51,upland,Opq,2.83,0.226,Pic,2019-06-26 14:51:00,3.396e-05,2.712e-09,N,0,7.8,4.1,NA,15.27,25,53,33.8
CN_MM71,CN_MM71_EC,EC,EC_2,64.86169,-163.7012,561560,7193672,2019-06-26,14:46,upland,Opq,3.884,3.872,Pic,2019-06-26 14:46:00,4.6608e-05,4.6464e-08,N,0,11.1,7.2,NA,15.27,19,28.3,15.9
CN_MM71,CN_MM71_EC,EC,EC_3,64.86176,-163.70117,561561,7193680,2019-06-26,14:58,lowland,Opq,1.084,11.664,Pic,2019-06-26 14:58:00,1.3008e-05,1.39968e-07,N,0,9.5,7.1,NA,15.27,92,49.4,31.9
CN_MM71,CN_MM71_EC,EC,EC_4,64.86176,-163.70157,561543,7193679,2019-06-26,14:11,lowland,Opq,1.292,5.548,Pic,2019-06-26 14:11:00,1.5504e-05,6.6576e-08,N,0,9.9,7.7,NA,15.81,84,72,49.7
CN_MM71,CN_MM71_EC,EC,EC_5,64.86208,-163.7016,561540,7193715,2019-06-26,14:06,upland,Opq,1.701,268.025,Pic,2019-06-26 14:06:00,2.0412e-05,3.2163e-06,N,0,9.1,4,NA,15.41,27,32,18.9
CN_MM71,CN_MM71_EC,EC,EC_6,64.86201,-163.70172,561535,7193707,2019-06-26,14:20,upland,Opq,1.765,0.058,Pic,2019-06-26 14:20:00,2.118e-05,6.96e-10,N,0,14.1,9.7,NA,15.41,26,21.1,10.6
CN_MM71,CN_MM71_EC,EC,EC_7,64.86172,-163.70218,561514,7193674,2019-06-26,14:30,upland,Opq,1.2,1.966,Pic,2019-06-26 14:30:00,1.44e-05,2.3592e-08,N,0,11.3,7.5,NA,15.41,62,65.8,35.3
CN_MM71,CN_MM71_EC,EC,EC_8,64.86195,-163.70198,561523,7193700,2019-06-26,14:39,upland,Opq,4.688,9.9,Pic,2019-06-26 14:39:00,5.6256e-05,1.188e-07,N,0,8.5,5.5,NA,15.41,30,55.6,43.3
CN_MM71,CN_MM71_EC,EC,EC_9,64.861537,-163.702015,561522,7193654,2019-06-26,14:34,lowland,Opq,1.299,38.204,Pic,2019-06-26 14:34:00,1.5588e-05,4.58448e-07,N,0,9.8,7.5,NA,15.81,83,48.4,31
NA,NA,NA,BGC_1,NA,NA,NA,NA,2017-07-12,NA,upland,NA,NA,NA,NA,NA,NA,NA,N,0,13.8,NA,2,25.9,30,77.6,56.4
NA,NA,NA,BGC_2,NA,NA,NA,NA,2017-07-12,NA,slope,NA,NA,NA,NA,NA,NA,NA,N,0,12.8,NA,1.2,25.9,33,7.6,5
NA,NA,NA,BGC_3,NA,NA,NA,NA,2017-07-12,NA,lowland,NA,NA,NA,NA,NA,NA,NA,N,0,9.4,NA,5.7,25.9,38,51.9,33.2
NA,NA,NA,BGC_4,NA,NA,NA,NA,2017-07-12,NA,upland,NA,NA,NA,NA,NA,NA,NA,N,0,11.1,NA,6.1,26.7,36,50.2,32.3
NA,NA,NA,BGC_5,NA,NA,NA,NA,2017-07-12,NA,slope,NA,NA,NA,NA,NA,NA,NA,N,0,12.7,NA,4,27.5,36,6.9,4.7
NA,NA,NA,EC_5,NA,NA,NA,NA,2017-07-15,NA,upland,NA,NA,NA,NA,NA,NA,NA,N,0,9.2,NA,2.3,15.9,32,8.8,5.5
NA,NA,NA,EC_7,NA,NA,NA,NA,2017-07-15,NA,upland,NA,NA,NA,NA,NA,NA,NA,N,0,8.6,NA,2.9,15.9,37,62.8,40.4
NA,NA,NA,BGC_15,NA,NA,NA,NA,2017-07-17,NA,upland,NA,NA,NA,NA,NA,NA,NA,N,0,9.5,NA,3.1,14,NA,25.1,12.9
NA,NA,NA,MW_C,NA,NA,NA,NA,2017-07-17,NA,upland,NA,NA,NA,NA,NA,NA,NA,N,0,9.2,NA,2.9,14,NA,25.7,13.5
